PLAYER,TEAM_SH,G,GS,MP,TRB,AST,STL,BLK,PS/G,GP,W,L,NETRTG,TS%,PIE,MPG,RPM,WINS,pageviews,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TEAM,SALARY,AVG,PCT
Kevin Durant,GSW,62,62,33.4,8.3,4.8,1.1,1.6,25.1,62,51,11,16.0,65.1,18.6,33.4,5.74,12.24,3865.014,1425.5,366.0,Golden State Warriors,26500000.0,19596.0,100.0
Patrick McCaw,GSW,71,20,15.1,1.4,1.1,0.5,0.2,4.0,71,57,14,-0.7,54.0,5.6,15.1,-4.66,-1.1,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Andre Iguodala,GSW,76,0,26.3,4.0,3.4,1.0,0.5,7.6,76,64,12,13.4,62.4,10.2,26.3,3.53,8.72,1180.151,300.5,43.0,Golden State Warriors,11131368.0,19596.0,100.0
David West,GSW,68,0,12.6,3.0,2.2,0.6,0.7,4.6,68,56,12,9.1,57.1,12.3,12.6,2.07,2.81,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Shaun Livingston,GSW,76,3,17.7,2.0,1.8,0.5,0.3,5.1,76,63,13,7.6,56.8,7.3,17.7,-2.74,0.33,1007.061,0.0,0.0,Golden State Warriors,5782450.0,19596.0,100.0
Zaza Pachulia,GSW,70,70,18.1,5.9,1.9,0.8,0.5,6.1,70,58,12,15.8,58.8,10.0,18.1,2.92,5.12,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
JaVale McGee,GSW,77,10,9.6,3.2,0.2,0.2,0.9,6.1,77,62,15,18.7,64.2,12.5,9.6,0.94,2.04,505.163,0.0,32.0,Golden State Warriors,1403611.0,19596.0,100.0
Ian Clark,GSW,77,0,14.8,1.6,1.2,0.5,0.1,6.8,77,63,14,3.1,57.5,9.2,14.8,-2.9,0.17,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Anderson Varejao,GSW,14,1,6.6,1.9,0.7,0.2,0.2,1.3,14,12,2,-8.4,47.8,4.8,6.6,-1.09,0.1,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Klay Thompson,GSW,78,78,34.0,3.7,2.1,0.8,0.5,22.3,78,66,12,14.7,59.2,10.9,34.0,2.33,9.53,2619.119,797.0,225.0,Golden State Warriors,16663575.0,19596.0,100.0
Damian Jones,GSW,10,0,8.5,2.3,0.0,0.1,0.4,1.9,10,7,3,-14.9,46.6,1.6,8.5,-1.78,0.07,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
James Michael McAdoo,GSW,52,2,8.8,1.8,0.3,0.3,0.6,2.8,52,43,9,-0.7,54.3,7.7,8.8,-2.08,0.31,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Kevon Looney,GSW,53,4,8.4,2.3,0.5,0.3,0.3,2.5,53,44,9,0.2,55.3,8.5,8.4,-0.98,0.63,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Draymond Green,GSW,76,76,32.5,7.9,7.0,2.0,1.4,10.2,76,62,14,15.9,52.2,11.7,32.5,7.14,16.84,1866.704,627.0,168.5,Golden State Warriors,15330435.0,19596.0,100.0
Chinanu Onuaku,HOU,5,1,10.4,2.0,0.6,0.6,0.2,2.8,5,2,3,-41.4,79.9,7.2,10.4,-2.1,0.04,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Clint Capela,HOU,65,59,23.9,8.1,1.0,0.5,1.2,12.6,65,44,21,7.8,63.8,13.0,23.9,-0.35,2.82,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
Kyle Wiltjer,HOU,14,0,3.1,0.7,0.1,0.2,0.1,0.9,14,12,2,-35.9,43.7,3.3,3.1,-1.97,0.04,356.07342944785296,0.0,0.0,Golden State Warriors,2649557.0,19596.0,100.0
James Harden,HOU,81,81,36.4,8.1,11.2,1.5,0.5,29.1,81,54,27,6.3,61.3,19.0,36.4,4.81,15.54,1337.869,969.0,321.5,Houston Rockets,26500000.0,16973.0,94.1
Montrezl Harrell,HOU,58,14,18.3,3.8,1.1,0.3,0.7,9.1,58,39,19,3.5,66.2,10.8,18.3,-0.99,1.5,356.07342944785296,0.0,0.0,Houston Rockets,2649557.0,16973.0,94.1
Isaiah Taylor,HOU,4,0,13.0,0.8,0.8,0.3,0.3,0.8,4,3,1,-14.6,19.0,-1.3,13.0,-3.09,0.0,356.07342944785296,0.0,0.0,Houston Rockets,2649557.0,16973.0,94.1
Eric Gordon,HOU,75,15,31.0,2.7,2.5,0.6,0.5,16.2,75,50,25,6.2,55.7,8.2,31.0,1.03,6.36,206.977,55.0,26.0,Houston Rockets,12385364.0,16973.0,94.1
Bobby Brown,HOU,25,0,4.9,0.2,0.6,0.0,0.0,2.5,25,18,7,-12.1,50.9,6.9,4.9,-2.87,0.02,356.07342944785296,0.0,0.0,Houston Rockets,2649557.0,16973.0,94.1
Ryan Anderson,HOU,72,72,29.4,4.6,0.9,0.4,0.2,13.6,72,50,22,7.9,58.3,7.9,29.4,1.51,6.46,6.457,0.0,0.0,Houston Rockets,18735364.0,16973.0,94.1
Trevor Ariza,HOU,80,80,34.7,5.7,2.2,1.8,0.3,11.7,80,53,27,5.7,54.8,8.5,34.7,1.93,9.29,206.381,10.0,15.0,Houston Rockets,7806971.0,16973.0,94.1
Sam Dekker,HOU,77,2,18.4,3.7,1.0,0.5,0.3,6.5,77,52,25,2.8,54.9,8.7,18.4,-1.37,1.64,179.946,139.0,13.0,Houston Rockets,1720560.0,16973.0,94.1
Patrick Beverley,HOU,67,67,30.7,5.9,4.2,1.5,0.4,9.5,67,46,21,7.3,54.6,8.5,30.7,2.48,7.56,356.07342944785296,0.0,0.0,Houston Rockets,2649557.0,16973.0,94.1
Georges Niang,IND,23,0,4.0,0.7,0.2,0.1,0.0,0.9,23,11,12,-5.3,28.5,2.0,4.0,-2.62,0.03,356.07342944785296,0.0,0.0,Houston Rockets,2649557.0,16973.0,94.1
Monta Ellis,IND,74,33,27.0,2.8,3.2,1.1,0.4,8.5,74,39,35,-0.5,51.4,6.9,27.0,-2.96,0.21,336.578,0.0,0.0,Indiana Pacers,10763500.0,16697.0,91.9
Aaron Brooks,IND,65,0,13.8,1.1,1.9,0.4,0.1,5.0,65,36,29,-3.0,50.7,6.2,13.8,-3.28,-0.09,4.083,1.0,3.0,Indiana Pacers,2700000.0,16697.0,91.9
Jeff Teague,IND,82,82,32.4,4.0,7.8,1.2,0.4,15.3,82,42,40,1.2,57.4,13.1,32.4,1.64,8.08,6.856,17.5,13.5,Indiana Pacers,8800000.0,16697.0,91.9
Thaddeus Young,IND,74,74,30.2,6.1,1.6,1.5,0.4,11.0,74,40,34,2.5,56.2,9.7,30.2,0.85,5.66,148.319,0.0,1.5,Indiana Pacers,14153652.0,16697.0,91.9
Rodney Stuckey,IND,39,0,17.8,2.2,2.2,0.4,0.0,7.2,39,17,22,-0.9,48.3,7.5,17.8,-2.57,0.23,63.191,0.0,0.0,Indiana Pacers,7000000.0,16697.0,91.9
Kevin Seraphin,IND,49,3,11.4,2.9,0.5,0.1,0.4,4.7,49,23,26,-9.9,55.9,9.5,11.4,-4.01,-0.31,6.717,4.5,8.0,Indiana Pacers,1800000.0,16697.0,91.9
Paul George,IND,75,75,35.9,6.6,3.3,1.6,0.4,23.7,75,39,36,2.9,58.7,13.6,35.9,2.58,9.72,769.595,228.5,128.0,Indiana Pacers,18314532.0,16697.0,91.9
Al Jefferson,IND,66,1,14.1,4.2,0.9,0.3,0.2,8.1,66,33,33,-5.8,52.6,13.3,14.1,-1.45,0.98,220.767,0.0,0.0,Indiana Pacers,10314532.0,16697.0,91.9
Myles Turner,IND,81,81,31.4,7.3,1.3,0.9,2.1,14.5,81,42,39,3.2,58.5,11.2,31.4,2.66,9.31,4.574,53.0,31.0,Indiana Pacers,2463840.0,16697.0,91.9
Rakeem Christmas,IND,29,0,7.6,1.9,0.1,0.1,0.2,2.0,29,14,15,-10.6,52.9,4.9,7.6,-1.7,0.2,77.258,13.0,3.0,Indiana Pacers,1471382.0,16697.0,91.9
Joe Young,IND,33,0,4.1,0.5,0.5,0.1,0.0,2.1,33,18,15,-26.1,43.3,8.7,4.1,-4.06,-0.08,356.07342944785296,0.0,0.0,Indiana Pacers,2649557.0,16697.0,91.9
Lavoy Allen,IND,61,5,14.3,3.6,0.9,0.3,0.4,2.9,61,31,30,-6.3,48.5,6.9,14.3,-3.47,-0.19,356.07342944785296,0.0,0.0,Indiana Pacers,2649557.0,16697.0,91.9
Paul Pierce,LAC,25,7,11.1,1.9,0.4,0.2,0.2,3.2,25,16,9,2.4,53.5,4.4,11.1,-0.8,0.4,834.305,346.5,142.0,LA Clippers,3527920.0,19088.0,100.1
Raymond Felton,LAC,80,11,21.3,2.7,2.4,0.8,0.3,6.7,80,50,30,-4.1,49.6,7.8,21.3,-2.28,0.92,356.07342944785296,0.0,0.0,LA Clippers,2649557.0,19088.0,100.1
Luc Mbah a Moute,LAC,80,76,22.3,2.1,0.5,1.0,0.4,6.1,80,49,31,10.3,58.1,5.6,22.3,0.76,4.43,138.329,0.0,0.0,LA Clippers,2203000.0,19088.0,100.1
Chris Paul,LAC,61,61,31.5,5.0,9.2,2.0,0.1,18.1,61,43,18,14.9,61.4,18.2,31.5,7.92,13.48,1162.601,829.0,178.5,LA Clippers,22868827.0,19088.0,100.1
Blake Griffin,LAC,61,61,34.0,8.1,4.9,0.9,0.4,21.6,61,40,21,10.6,56.9,15.2,34.0,3.78,9.2,988.555,269.0,98.5,LA Clippers,20140839.0,19088.0,100.1
Wesley Johnson,LAC,68,3,11.9,2.7,0.3,0.4,0.4,2.7,68,40,28,-2.9,44.8,6.7,11.9,-1.17,1.01,1.839,0.0,0.0,LA Clippers,5628000.0,19088.0,100.1
Diamond Stone,LAC,7,0,3.4,0.9,0.0,0.0,0.1,1.4,7,6,1,-58.7,33.9,-1.4,3.4,-2.28,0.01,114.477,0.0,0.0,Atlanta Hawks,1312611.0,15958.0,85.2
Brandon Bass,LAC,52,0,11.1,2.5,0.4,0.3,0.2,5.6,52,29,23,-13.0,65.0,12.2,11.1,-2.65,0.17,356.07342944785296,0.0,0.0,Atlanta Hawks,2649557.0,15958.0,85.2
DeAndre Jordan,LAC,81,81,31.7,13.8,1.2,0.6,1.7,12.7,81,51,30,9.7,67.3,15.0,31.7,4.55,12.59,356.07342944785296,0.0,0.0,Atlanta Hawks,2649557.0,15958.0,85.2
Alan Anderson,LAC,30,0,10.3,0.8,0.4,0.1,0.0,2.9,30,20,10,-10.8,49.4,2.3,10.3,-3.66,-0.1,356.07342944785296,0.0,0.0,Atlanta Hawks,2649557.0,15958.0,85.2
Marreese Speights,LAC,82,2,15.7,4.5,0.8,0.3,0.5,8.7,82,51,31,-2.4,58.4,11.4,15.7,1.36,3.66,400.721,80.0,12.0,LA Clippers,1403611.0,19088.0,100.1
Brice Johnson,LAC,3,0,3.0,1.0,0.3,0.7,0.3,1.3,3,1,2,44.9,28.6,10.8,3.0,-1.24,0.01,117.412,0.0,0.0,LA Clippers,1331160.0,19088.0,100.1
Jamal Crawford,LAC,82,1,26.3,1.6,2.6,0.7,0.2,12.3,82,51,31,-1.7,52.5,7.9,26.3,-3.24,-0.16,569.984,49.0,32.0,LA Clippers,13253012.0,19088.0,100.1
Austin Rivers,LAC,74,29,27.8,2.2,2.8,0.6,0.1,12.0,74,43,31,-0.1,54.5,6.9,27.8,-1.9,1.62,303.841,75.5,23.0,LA Clippers,11000000.0,19088.0,100.1
Thomas Robinson,LAL,48,1,11.7,4.6,0.6,0.5,0.2,5.0,48,15,33,-7.5,53.5,11.4,11.7,-2.34,0.28,356.07342944785296,0.0,0.0,LA Clippers,2649557.0,19088.0,100.1
Metta World Peace,LAL,25,2,6.4,0.8,0.4,0.4,0.1,2.3,25,8,17,-17.7,38.0,2.9,6.4,-2.08,0.11,356.07342944785296,0.0,0.0,LA Clippers,2649557.0,19088.0,100.1
Luol Deng,LAL,56,49,26.5,5.3,1.3,0.9,0.4,7.6,56,18,38,-6.4,47.0,7.7,26.5,-0.33,2.69,462.975,22.0,13.5,Los Angeles Lakers,18000000.0,18949.0,99.4
Marcelo Huertas,LAL,23,1,10.3,1.0,2.3,0.4,0.1,2.7,23,5,18,-12.3,41.7,6.6,10.3,-3.42,-0.05,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
D'Angelo Russell,LAL,63,60,28.7,3.5,4.8,1.4,0.3,15.6,63,21,42,-8.7,51.8,9.9,28.7,-1.7,1.69,769.891,0.0,232.0,Los Angeles Lakers,5332800.0,18949.0,99.4
Jordan Clarkson,LAL,82,19,29.2,3.0,2.6,1.1,0.1,14.7,82,26,56,-8.9,52.6,8.4,29.2,-4.02,-1.4,748.841,55.5,179.5,Los Angeles Lakers,12500000.0,18949.0,99.4
David Nwaba,LAL,20,2,19.9,3.2,0.7,0.7,0.4,6.0,20,5,15,2.2,61.1,7.6,19.9,-1.3,0.47,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
Larry Nance Jr.,LAL,63,7,22.9,5.9,1.5,1.3,0.6,7.1,63,21,42,-5.0,56.7,10.1,22.9,0.9,3.79,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
Timofey Mozgov,LAL,54,52,20.4,4.9,0.8,0.3,0.6,7.4,54,16,38,-9.2,55.3,7.2,20.4,-3.09,0.03,464.045,0.0,0.0,Los Angeles Lakers,16000000.0,18949.0,99.4
Tarik Black,LAL,67,16,16.3,5.1,0.6,0.4,0.7,5.7,67,24,43,-1.9,56.0,8.5,16.3,-0.54,1.81,91.096,0.0,0.0,Los Angeles Lakers,6191000.0,18949.0,99.4
Nick Young,LAL,60,60,25.9,2.3,1.0,0.6,0.2,13.2,60,19,41,-6.9,58.8,7.5,25.9,0.65,3.82,15.721,45.5,14.0,Los Angeles Lakers,5443918.0,18949.0,99.4
Brandon Ingram,LAL,79,40,28.8,4.0,2.1,0.6,0.5,9.4,79,26,53,-8.0,47.4,5.5,28.8,-4.69,-2.32,773.717,194.0,100.0,Los Angeles Lakers,5281680.0,18949.0,99.4
Julius Randle,LAL,74,73,28.8,8.6,3.6,0.7,0.5,13.2,74,24,50,-10.2,54.3,11.3,28.8,-1.82,1.83,265.862,102.0,59.0,Los Angeles Lakers,3267120.0,18949.0,99.4
Ivica Zubac,LAL,38,11,16.0,4.2,0.8,0.4,0.9,7.5,38,8,30,-9.3,54.7,10.0,16.0,-3.3,-0.07,356.07342944785296,0.0,0.0,Los Angeles Lakers,2649557.0,18949.0,99.4
Mike Conley,MEM,69,68,33.2,3.5,6.3,1.3,0.3,20.5,69,35,34,3.1,60.4,16.0,33.2,4.47,10.5,5.111,257.5,90.0,Memphis Grizzlies,26540100.0,16519.0,91.2
Vince Carter,MEM,73,15,24.6,3.1,1.8,0.8,0.5,8.0,73,36,37,3.6,54.2,7.8,24.7,1.3,4.81,1420.828,0.0,7.0,Memphis Grizzlies,4264057.0,16519.0,91.2
Tony Allen,MEM,71,66,27.0,5.5,1.4,1.6,0.4,9.1,71,36,35,1.2,49.3,8.0,27.0,0.12,3.76,7.154,10.5,11.0,Memphis Grizzlies,5505618.0,16519.0,91.2
Troy Daniels,MEM,67,3,17.7,1.5,0.7,0.3,0.1,8.2,67,33,34,0.3,53.1,6.5,17.7,-2.12,0.72,63.399,30.0,10.0,Memphis Grizzlies,3332940.0,16519.0,91.2
Andrew Harrison,MEM,72,18,20.5,1.9,2.8,0.7,0.3,5.9,72,38,34,-0.3,47.7,5.3,20.5,-1.58,1.38,2.177,0.0,17.0,Memphis Grizzlies,1312611.0,16519.0,91.2
Chandler Parsons,MEM,34,34,19.9,2.5,1.6,0.6,0.1,6.2,34,18,16,-3.6,43.6,5.6,19.9,-3.84,-0.29,305.209,59.0,16.0,Memphis Grizzlies,22116750.0,16519.0,91.2
Deyonta Davis,MEM,36,0,6.6,1.7,0.1,0.1,0.5,1.6,36,23,13,-7.2,52.8,6.0,6.6,-3.12,0.0,94.319,0.0,0.0,Memphis Grizzlies,1312611.0,16519.0,91.2
Deyonta Davis,MEM,36,0,6.6,1.7,0.1,0.1,0.5,1.6,36,23,13,-7.2,52.8,6.0,6.6,-3.12,0.0,94.319,0.0,0.0,Memphis Grizzlies,1369299.0,16519.0,91.2
Brandan Wright,MEM,28,5,16.0,2.8,0.5,0.4,0.7,6.8,28,14,14,3.9,62.8,11.6,16.0,-0.46,0.71,60.792,0.0,6.0,Memphis Grizzlies,5709880.0,16519.0,91.2
JaMychal Green,MEM,77,75,27.3,7.1,1.1,0.6,0.4,8.9,77,40,37,0.4,60.1,9.3,27.3,-0.02,3.94,356.07342944785296,0.0,0.0,Memphis Grizzlies,2649557.0,16519.0,91.2
Zach Randolph,MEM,73,5,24.5,8.2,1.7,0.5,0.1,14.1,73,38,35,-1.1,49.0,15.2,24.5,-1.42,1.83,262.91,47.0,18.5,Memphis Grizzlies,10361445.0,16519.0,91.2
Marc Gasol,MEM,74,74,34.2,6.3,4.6,0.9,1.3,19.5,74,40,34,1.4,55.4,15.1,34.2,2.58,8.69,378.529,0.0,75.5,Memphis Grizzlies,21165675.0,16519.0,91.2
Jarell Martin,MEM,42,3,13.3,3.9,0.2,0.4,0.2,3.9,42,23,19,-4.1,47.7,6.9,13.3,-3.06,0.02,33.578,2.0,4.0,Memphis Grizzlies,1471382.0,16519.0,91.2
Luke Babbitt,MIA,68,55,15.7,2.1,0.5,0.3,0.2,4.8,68,35,33,1.8,56.3,5.4,15.7,0.6,2.5,356.07342944785296,0.0,0.0,Memphis Grizzlies,2649557.0,16519.0,91.2
Dion Waiters,MIA,46,43,30.1,3.3,4.3,0.9,0.4,15.8,46,27,19,2.8,50.7,10.0,30.1,0.05,2.8,353.063,0.0,7.0,Miami Heat,2898000.0,19643.0,100.2
Goran Dragic,MIA,73,73,33.7,3.8,5.8,1.2,0.2,20.3,73,40,33,0.6,57.5,13.0,33.7,0.92,6.3,8.239,62.5,45.0,Miami Heat,15891725.0,19643.0,100.2
Okaro White,MIA,35,0,13.5,2.3,0.6,0.3,0.3,2.8,35,26,9,8.6,50.7,5.0,13.5,-2.16,0.28,356.07342944785296,0.0,0.0,Miami Heat,2649557.0,19643.0,100.2
